experiment	URposition	TypeNP	item	condition	Context	syntax	presenceToo	text	context	question	qType	design	 Time results were received.	 MD5 hash of participant's IP address.	 Controller name.	 Item number.	 Element number.	 Type.	 Group.	 Field name./ Sentence (or sentence MD5)./ Question (NULL if none).	 Field value./ Answer.	 Whether or not answer was correct (NULL if N/A).	 Time taken to answer.	Worker ID Number
veen4	object-even	Proper N	4	5	additive	prenominal	Too	"Even Qatar, too."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For the next three world cups, the candidate countries do not necessarily have a suitable climate. But FIFA eventually chose three countries.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	31	0	0-5	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Proper N	4	5	additive	prenominal	Too	"Even Qatar, too."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For the next three world cups, the candidate countries do not necessarily have a suitable climate. But FIFA eventually chose three countries.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	31	0	0-5	NULL	Please select a number	6	NULL	57399	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	7	6	nonadditive	prenominal	Too	"Even an ace, too."	"We were playing a card game where each player gets only one card. Aces beat kings, kings beat queens, etc.  In the end Sally asked whether I had a jack. But the only card I had was higher. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	56	0	0-6	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	7	6	nonadditive	prenominal	Too	"Even an ace, too."	"We were playing a card game where each player gets only one card. Aces beat kings, kings beat queens, etc.  In the end Sally asked whether I had a jack. But the only card I had was higher. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	56	0	0-6	NULL	Please select a number	5	NULL	3202	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	7	3	additive	postnominal	NoToo	"An ace, even."	"We were playing a card game where each player has five cards. The player with the highest card wins. Aces beat kings, kings beat queens, etc. In the end Sally asked whether I had a jack. I said I did. But in fact I had some better cards in my hand."	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	53	0	0-3	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	7	3	additive	postnominal	NoToo	"An ace, even."	"We were playing a card game where each player has five cards. The player with the highest card wins. Aces beat kings, kings beat queens, etc. In the end Sally asked whether I had a jack. I said I did. But in fact I had some better cards in my hand."	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	53	0	0-3	NULL	Please select a number	7	NULL	7566	A1NM7ZPZ3NH412	
veen4	object-even	Proper N	2	7	additive	postnominal	Too	"Isaac even, too."	"It’s International Friendship day and in our school, each child is supposed to hug at least one other student. Alice has not been talking to Isaac for the past few months since he’s her least favourite classmate. But today Alice hugged all of her classmates. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	17	0	0-7	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Proper N	2	7	additive	postnominal	Too	"Isaac even, too."	"It’s International Friendship day and in our school, each child is supposed to hug at least one other student. Alice has not been talking to Isaac for the past few months since he’s her least favourite classmate. But today Alice hugged all of her classmates. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	17	0	0-7	NULL	Please select a number	6	NULL	6507	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	7	4	nonadditive	postnominal	NoToo	"An ace, even."	"We were playing a card game where each player gets only one card. Aces beat kings, kings beat queens, etc.  In the end Sally asked whether I had a jack. But the only card I had was higher. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	54	0	0-4	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	7	4	nonadditive	postnominal	NoToo	"An ace, even."	"We were playing a card game where each player gets only one card. Aces beat kings, kings beat queens, etc.  In the end Sally asked whether I had a jack. But the only card I had was higher. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	54	0	0-4	NULL	Please select a number	6	NULL	6634	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	6	2	nonadditive	prenominal	NoToo	Even an A+.	I took one course last semester. The final exam for that course was extremely difficult. I was really worried I would fail. But I actually got a good grade. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	44	0	0-2	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	6	2	nonadditive	prenominal	NoToo	Even an A+.	I took one course last semester. The final exam for that course was extremely difficult. I was really worried I would fail. But I actually got a good grade. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	44	0	0-2	NULL	Please select a number	6	NULL	4625	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	7	8	nonadditive	postnominal	Too	"An ace even, too."	"We were playing a card game where each player gets only one card. Aces beat kings, kings beat queens, etc.  In the end Sally asked whether I had a jack. But the only card I had was higher. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	58	0	0-8	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	7	8	nonadditive	postnominal	Too	"An ace even, too."	"We were playing a card game where each player gets only one card. Aces beat kings, kings beat queens, etc.  In the end Sally asked whether I had a jack. But the only card I had was higher. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	58	0	0-8	NULL	Please select a number	6	NULL	6119	A1NM7ZPZ3NH412	
veen4	object-even	Proper N	4	1	additive	prenominal	NoToo	Even Qatar.	"To host a soccer world cup, the candidate country needs to have a suitable climate. For the next three world cups, the candidate countries do not necessarily have a suitable climate. But FIFA eventually chose three countries.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	27	0	0-1	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Proper N	4	1	additive	prenominal	NoToo	Even Qatar.	"To host a soccer world cup, the candidate country needs to have a suitable climate. For the next three world cups, the candidate countries do not necessarily have a suitable climate. But FIFA eventually chose three countries.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	27	0	0-1	NULL	Please select a number	6	NULL	5311	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	9	5	additive	prenominal	Too	"Even a six, too."	I was playing a dice game with some friends where each of us had to throw three dice at the same time and the one with the biggest total would win. I rolled good numbers. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	71	0	0-5	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	9	5	additive	prenominal	Too	"Even a six, too."	I was playing a dice game with some friends where each of us had to throw three dice at the same time and the one with the biggest total would win. I rolled good numbers. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	71	0	0-5	NULL	Please select a number	5	NULL	5681	A1NM7ZPZ3NH412	
veen4	object-even	Proper N	3	6	nonadditive	prenominal	Too	"Even Gary Kasparov, too."	Tom made it to the semi-finals in a chess tournament where he had to beat only one person to reach the final match. He did very well because he defeated an internationally renowned chess champion. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	24	0	0-6	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Proper N	3	6	nonadditive	prenominal	Too	"Even Gary Kasparov, too."	Tom made it to the semi-finals in a chess tournament where he had to beat only one person to reach the final match. He did very well because he defeated an internationally renowned chess champion. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	24	0	0-6	NULL	Please select a number	5	NULL	7149	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	5	3	additive	postnominal	NoToo	"A university professor, even."	The director of our high school has been looking for a number of teachers for a long time. He eventually hired a number of people to teach various courses. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	37	0	0-3	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	5	3	additive	postnominal	NoToo	"A university professor, even."	The director of our high school has been looking for a number of teachers for a long time. He eventually hired a number of people to teach various courses. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	37	0	0-3	NULL	Please select a number	6	NULL	5530	A1NM7ZPZ3NH412	
veen4	object-even	Proper N	4	7	additive	postnominal	Too	"Qatar even, too."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For the next three world cups, the candidate countries do not necessarily have a suitable climate. But FIFA eventually chose three countries.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	33	0	0-7	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Proper N	4	7	additive	postnominal	Too	"Qatar even, too."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For the next three world cups, the candidate countries do not necessarily have a suitable climate. But FIFA eventually chose three countries.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	33	0	0-7	NULL	Please select a number	5	NULL	7399	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	8	4	nonadditive	postnominal	NoToo	"A gold medal, even."	"Each member of the Dutch speed skating team won exactly one medal: bronze, silver, or gold. Mary, who was trying out for the team, did particularly well and also ended up winning a medal. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	62	0	0-4	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	8	4	nonadditive	postnominal	NoToo	"A gold medal, even."	"Each member of the Dutch speed skating team won exactly one medal: bronze, silver, or gold. Mary, who was trying out for the team, did particularly well and also ended up winning a medal. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	62	0	0-4	NULL	Please select a number	6	NULL	9522	A1NM7ZPZ3NH412	
veen4	object-even	Proper N	3	2	nonadditive	prenominal	NoToo	Even Gary Kasparov.	Tom made it to the semi-finals in a chess tournament where he had to beat only one person to reach the final match. He did very well because he defeated an internationally renowned chess champion. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	20	0	0-2	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Proper N	3	2	nonadditive	prenominal	NoToo	Even Gary Kasparov.	Tom made it to the semi-finals in a chess tournament where he had to beat only one person to reach the final match. He did very well because he defeated an internationally renowned chess champion. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	20	0	0-2	NULL	Please select a number	7	NULL	5974	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	9	8	nonadditive	postnominal	Too	"A six even, too."	I was playing a dice game with some friends where each of us had to throw one die and the one with the highest number would win. I was first and I rolled a high number. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	74	0	0-8	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	9	8	nonadditive	postnominal	Too	"A six even, too."	I was playing a dice game with some friends where each of us had to throw one die and the one with the highest number would win. I was first and I rolled a high number. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	74	0	0-8	NULL	Please select a number	5	NULL	8290	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	6	1	additive	prenominal	NoToo	Even an A+.	I took many courses last semester. The final exams were extremely difficult. I was really worried I would fail the semester. But I actually got some good grades. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	43	0	0-1	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	6	1	additive	prenominal	NoToo	Even an A+.	I took many courses last semester. The final exams were extremely difficult. I was really worried I would fail the semester. But I actually got some good grades. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	43	0	0-1	NULL	Please select a number	6	NULL	4949	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	8	5	additive	prenominal	Too	"Even a gold medal, too."	"Everyone on the Dutch speed skating team won at least one medal. Mostly, people won bronze and silver medals. Mary did particularly well this year and won multiple medals. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	63	0	0-5	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
veen4	object-even	Indefinite	8	5	additive	prenominal	Too	"Even a gold medal, too."	"Everyone on the Dutch speed skating team won at least one medal. Mostly, people won bronze and silver medals. Mary did particularly well this year and won multiple medals. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	63	0	0-5	NULL	Please select a number	6	NULL	3036	A1NM7ZPZ3NH412	
veen4	object-even	Proper N	4	6	nonadditive	prenominal	Too	"Even Qatar, too."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For 2022, the three candidates had unpleasant conditions. But FIFA eventually chose one. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739452	dd71d40e3f214819e30ab79e71626cb1	AJ	32	0	0-6	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1NM7ZPZ3NH412	
